link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,MD_Volume,MD_speed_BPR,MD_speed_QVDF, MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,MD_gamma,PM_Volume,PM_speed_BPR,PM_speed_QVDF, PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,PM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
115P04139,AZ-101-LOOP,1,115P04139,,50,83,"",,1,1,0,0.564624,74.806992,1800.000000,45.000000,52.364895,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,1397.796997,70.937503,74.646693, 7.998244,8.001756,0.003512, 438.193677,0.243441,0.000000,0.000000,60.000,74.733,74.733,61.234,74.807,74.807,74.807,74.807,61.234,74.807,74.807,74.807,74.807,61.234,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,74.807,74.767,74.727,74.687,74.807,74.687,74.727,74.767,74.807,60.000,60.000,60.000,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,60.000,60.000,60.000,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,74.807,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04136,AZ-101-LOOP,1,115P04136,,13,84,"",,1,1,0,0.716599,71.725792,1800.000000,45.000000,50.208054,1922.657837,60.008618,70.821698, 7.989561,8.010439,0.020879, 684.223366,0.380124,0.000000,0.000000,1922.657837,60.008618,70.821698, 7.989561,8.010439,0.020879, 684.223366,0.380124,0.000000,0.000000,1922.657837,60.008618,70.821698, 7.989561,8.010439,0.020879, 684.223366,0.380124,0.000000,0.000000,60.000,71.307,71.307,60.977,71.726,71.726,71.726,71.726,60.977,71.726,71.726,71.726,71.726,60.977,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.726,71.497,71.269,71.041,71.726,71.041,71.269,71.497,71.726,60.000,60.000,60.000,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,60.000,60.000,60.000,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,71.726,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04378,AZ-101-LOOP,1,115P04378,,17,69,"",,1,1,0,0.744651,72.122826,1800.000000,45.000000,50.485977,1633.156128,65.467938,71.816497, 7.996512,8.003488,0.006976, 520.207750,0.289004,0.000000,0.000000,1633.156128,65.467938,71.816497, 7.996512,8.003488,0.006976, 520.207750,0.289004,0.000000,0.000000,1633.156128,65.467938,71.816497, 7.996512,8.003488,0.006976, 520.207750,0.289004,0.000000,0.000000,60.000,71.982,71.982,61.010,72.123,72.123,72.123,72.123,61.010,72.123,72.123,72.123,72.123,61.010,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,72.123,72.046,71.969,71.892,72.123,71.892,71.969,72.046,72.123,60.000,60.000,60.000,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,60.000,60.000,60.000,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,72.123,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04377,AZ-101-LOOP,1,115P04377,,30,28,"",,1,1,0,0.867982,71.323128,1800.000000,45.000000,49.926189,2256.890137,52.033432,67.242776, 7.950378,8.049622,0.099244, 1010.297039,0.561276,0.000000,0.000000,2256.890137,52.033432,67.242776, 7.950378,8.049622,0.099244, 1010.297039,0.561276,0.000000,0.000000,2256.890137,52.033432,67.242776, 7.950378,8.049622,0.099244, 1010.297039,0.561276,0.000000,0.000000,60.000,69.355,69.355,60.944,71.323,71.323,71.323,71.323,60.944,71.323,71.323,71.323,71.323,60.944,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.323,70.250,69.176,68.103,71.323,68.103,69.176,70.250,71.323,60.000,60.000,60.000,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,60.000,60.000,60.000,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,71.323,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04135,AZ-101-LOOP,1,115P04135,,32,26,"",,1,1,0,0.755231,71.570641,1800.000000,45.000000,50.099449,1853.154297,61.249044,70.846927, 7.991646,8.008354,0.016707, 647.138952,0.359522,0.000000,0.000000,1853.154297,61.249044,70.846927, 7.991646,8.008354,0.016707, 647.138952,0.359522,0.000000,0.000000,1853.154297,61.249044,70.846927, 7.991646,8.008354,0.016707, 647.138952,0.359522,0.000000,0.000000,60.000,71.236,71.236,60.964,71.571,71.571,71.571,71.571,60.964,71.571,71.571,71.571,71.571,60.964,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.571,71.388,71.206,71.023,71.571,71.023,71.206,71.388,71.571,60.000,60.000,60.000,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,60.000,60.000,60.000,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,71.571,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04138,AZ-101-LOOP,1,115P04138,,44,22,"",,1,1,0,0.315342,72.025101,1800.000000,45.000000,50.417576,1590.092285,65.996564,71.702969, 7.996326,8.003674,0.007348, 526.999386,0.292777,0.000000,0.000000,1590.092285,65.996564,71.702969, 7.996326,8.003674,0.007348, 526.999386,0.292777,0.000000,0.000000,1590.092285,65.996564,71.702969, 7.996326,8.003674,0.007348, 526.999386,0.292777,0.000000,0.000000,60.000,71.877,71.877,61.002,72.025,72.025,72.025,72.025,61.002,72.025,72.025,72.025,72.025,61.002,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,72.025,71.944,71.863,71.783,72.025,71.783,71.863,71.944,72.025,60.000,60.000,60.000,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,60.000,60.000,60.000,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,72.025,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04137,AZ-101-LOOP,1,115P04137,,23,85,"",,1,1,0,0.795984,71.631241,1800.000000,45.000000,50.141869,1887.797974,60.628516,70.692630, 7.989142,8.010858,0.021715, 690.977598,0.383876,0.000000,0.000000,1887.797974,60.628516,70.692630, 7.989142,8.010858,0.021715, 690.977598,0.383876,0.000000,0.000000,1887.797974,60.628516,70.692630, 7.989142,8.010858,0.021715, 690.977598,0.383876,0.000000,0.000000,60.000,71.196,71.196,60.969,71.631,71.631,71.631,71.631,60.969,71.631,71.631,71.631,71.631,60.969,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.631,71.394,71.157,70.920,71.631,70.920,71.157,71.394,71.631,60.000,60.000,60.000,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,60.000,60.000,60.000,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,71.631,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04379,AZ-101-LOOP,1,115P04379,,19,86,"",,1,1,0,0.696490,71.643478,1800.000000,45.000000,50.150436,1592.263062,65.616831,71.369597, 7.996862,8.003138,0.006276, 506.638875,0.281466,0.000000,0.000000,1592.263062,65.616831,71.369597, 7.996862,8.003138,0.006276, 506.638875,0.281466,0.000000,0.000000,1592.263062,65.616831,71.369597, 7.996862,8.003138,0.006276, 506.638875,0.281466,0.000000,0.000000,60.000,71.518,71.518,60.970,71.643,71.643,71.643,71.643,60.970,71.643,71.643,71.643,71.643,60.970,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,71.643,71.575,71.506,71.437,71.643,71.437,71.506,71.575,71.643,60.000,60.000,60.000,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,60.000,60.000,60.000,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,71.643,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04380,AZ-101-LOOP,1,115-04380,,56,10,"",,1,1,0,1.408414,69.264450,1800.000000,45.000000,48.485115,4153.116211,13.190557,48.442938, 7.648516,8.351484,0.702969, 1648.187148,0.915660,1800.000000,3489.148916,4153.116211,13.190557,48.442938, 7.648516,8.351484,0.702969, 1648.187148,0.915660,1800.000000,3489.148916,4153.116211,13.190557,48.442938, 7.648516,8.351484,0.702969, 1648.187148,0.915660,1800.000000,3489.148916,60.000,59.196,57.240,60.772,69.264,69.264,69.264,69.264,60.772,69.264,69.264,69.264,69.264,60.772,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.264,61.254,53.244,61.565,45.801,61.565,53.244,61.254,69.264,60.000,60.000,60.000,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,60.000,60.000,60.000,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,69.264,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.945,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04374,AZ-101-LOOP,1,115P04374,,60,3,"",,1,1,0,0.106601,68.369835,1800.000000,45.000000,47.858883,2683.152344,39.279508,63.851596, 7.942134,8.057866,0.115732, 1049.869754,0.583261,0.000000,0.000000,2683.152344,39.279508,63.851596, 7.942134,8.057866,0.115732, 1049.869754,0.583261,0.000000,0.000000,2683.152344,39.279508,63.851596, 7.942134,8.057866,0.115732, 1049.869754,0.583261,0.000000,0.000000,60.000,66.172,66.172,60.697,68.370,68.370,68.370,68.370,60.697,68.370,68.370,68.370,68.370,60.697,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,68.370,67.171,65.972,64.773,68.370,64.773,65.972,67.171,68.370,60.000,60.000,60.000,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,60.000,60.000,60.000,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,68.370,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04373,AZ-101-LOOP,1,115P04373,,66,87,"",,1,1,0,0.774743,70.923317,1800.000000,45.000000,49.646320,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,60.000,70.312,70.312,60.910,70.923,70.923,70.923,70.923,60.910,70.923,70.923,70.923,70.923,60.910,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.923,70.590,70.256,69.923,70.923,69.923,70.256,70.590,70.923,60.000,60.000,60.000,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,60.000,60.000,60.000,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04376,AZ-101-LOOP,1,115P04376,,29,61,"",,1,1,0,0.778595,70.725746,1800.000000,45.000000,49.508022,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,60.000,68.755,68.755,60.894,70.726,70.726,70.726,70.726,60.894,70.726,70.726,70.726,70.726,60.894,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.726,69.651,68.576,67.501,70.726,67.501,68.576,69.651,70.726,60.000,60.000,60.000,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,60.000,60.000,60.000,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04134,AZ-101-LOOP,1,115P04134,,27,71,"",,1,1,0,0.040826,70.752975,1800.000000,45.000000,49.527084,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,60.000,70.533,70.533,60.896,70.753,70.753,70.753,70.753,60.896,70.753,70.753,70.753,70.753,60.896,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.753,70.633,70.513,70.393,70.753,70.393,70.513,70.633,70.753,60.000,60.000,60.000,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,60.000,60.000,60.000,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04375,AZ-101-LOOP,1,115P04375,,62,88,"",,1,1,0,0.776148,69.224480,1800.000000,45.000000,48.457134,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,60.000,66.322,64.591,60.769,69.224,69.224,69.224,69.224,60.769,69.224,69.224,69.224,69.224,60.769,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.224,67.641,66.058,64.475,48.451,64.475,66.058,67.641,69.224,60.000,60.000,60.000,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,60.000,60.000,60.000,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04140,AZ-101-LOOP,1,115-04140,,52,1,"",,1,1,0,0.033353,69.281372,1800.000000,45.000000,48.496960,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,60.000,67.511,67.511,60.773,69.281,69.281,69.281,69.281,60.773,69.281,69.281,69.281,69.281,60.773,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.281,68.316,67.350,66.384,69.281,66.384,67.350,68.316,69.281,60.000,60.000,60.000,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,60.000,60.000,60.000,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04372,AZ-101-LOOP,1,115P04372,,64,65,"",,1,1,0,0.501551,70.347557,1800.000000,45.000000,49.243290,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,60.000,69.259,69.259,60.862,70.348,70.348,70.348,70.348,60.862,70.348,70.348,70.348,70.348,60.862,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.348,69.754,69.160,68.566,70.348,68.566,69.160,69.754,70.348,60.000,60.000,60.000,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,60.000,60.000,60.000,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
